Year,OSHPD ID,Facility Name,Type of Control,County Name,Principal Diagnosis Group,Count
2010,374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,Non-Profit,SAN DIEGO,Musculoskeletal,1
2010,374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,Non-Profit,SAN DIEGO,Congenital Anomalies (Birth Defects),11
2010,374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,Non-Profit,SAN DIEGO,Symptoms,75
2010,374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,Non-Profit,SAN DIEGO,Injuries/Drugs/Complications,14
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Infections,41
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Neoplasms,15
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Endocrine/Metabolism,33
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Blood/Blood-forming Organs,6
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Nervous & Sensory Systems,30
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Circulatory,86
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Respiratory,284
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Digestive,50
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Genitourinary,26
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Skin Disorders,63
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Musculoskeletal,35
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Congenital Anomalies (Birth Defects),1
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Symptoms,4
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Injuries/Drugs/Complications,82
2010,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Other Reasons for Health Services,72
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Infections,1
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Neoplasms,8
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Endocrine/Metabolism,5
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Blood/Blood-forming Organs,1
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Psychoses & Neurosis,101
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Nervous & Sensory Systems,103
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Circulatory,153
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Respiratory,7
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Digestive,1
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Genitourinary,2
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Musculoskeletal,1
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Symptoms,4
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Injuries/Drugs/Complications,1
2010,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Other Reasons for Health Services,270
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Infections,504
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Neoplasms,840
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Endocrine/Metabolism,268
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Blood/Blood-forming Organs,84
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Psychoses & Neurosis,73
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Nervous & Sensory Systems,173
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Circulatory,3362
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Respiratory,626
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Digestive,1207
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Genitourinary,490
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,All Pregnancies,2972
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Skin Disorders,145
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Musculoskeletal,601
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Congenital Anomalies (Birth Defects),69
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Perinatal Disorders,93
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Symptoms,472
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Injuries/Drugs/Complications,815
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Other Reasons for Health Services,214
2010,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Births,2705
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Infections,111
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Neoplasms,91
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Endocrine/Metabolism,16
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Psychoses & Neurosis,77
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Nervous & Sensory Systems,203
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Circulatory,165
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Respiratory,91
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Digestive,24
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Genitourinary,75
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Skin Disorders,5
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Musculoskeletal,13
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Symptoms,10
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Injuries/Drugs/Complications,1
2010,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Other Reasons for Health Services,163
2010,380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,UC,SAN FRANCISCO,Psychoses & Neurosis,746
2010,380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,UC,SAN FRANCISCO,Symptoms,1
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Infections,1116
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Neoplasms,1560
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Endocrine/Metabolism,781
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Blood/Blood-forming Organs,190
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Psychoses & Neurosis,745
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Nervous & Sensory Systems,519
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Circulatory,2910
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Respiratory,1252
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Digestive,2619
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Genitourinary,828
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,All Pregnancies,5819
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Skin Disorders,540
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Musculoskeletal,1845
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Congenital Anomalies (Birth Defects),110
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Perinatal Disorders,79
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Symptoms,918
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Injuries/Drugs/Complications,2276
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Neoplasms,4602
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Other Reasons for Health Services,2651
2010,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Births,5550
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Infections,456
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Neoplasms,642
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Endocrine/Metabolism,435
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Blood/Blood-forming Organs,158
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Psychoses & Neurosis,2583
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Nervous & Sensory Systems,247
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Circulatory,1688
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Respiratory,919
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Digestive,1279
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Genitourinary,591
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,All Pregnancies,1415
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Skin Disorders,512
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Musculoskeletal,477
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Congenital Anomalies (Birth Defects),20
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Perinatal Disorders,63
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Symptoms,638
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Injuries/Drugs/Complications,2369
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Other Reasons for Health Services,672
2010,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Births,1196
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Infections,285
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Neoplasms,183
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Endocrine/Metabolism,178
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Blood/Blood-forming Organs,39
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Psychoses & Neurosis,1517
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Nervous & Sensory Systems,114
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Circulatory,649
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Respiratory,647
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Digestive,485
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Genitourinary,170
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,All Pregnancies,15
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Skin Disorders,204
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Musculoskeletal,586
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Congenital Anomalies (Birth Defects),11
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Symptoms,170
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Injuries/Drugs/Complications,700
2010,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Other Reasons for Health Services,614
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Infections,222
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Neoplasms,116
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Endocrine/Metabolism,149
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Blood/Blood-forming Organs,60
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Psychoses & Neurosis,50
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Nervous & Sensory Systems,36
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Circulatory,428
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Respiratory,512
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Digestive,368
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Genitourinary,199
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,All Pregnancies,1052
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Skin Disorders,171
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Musculoskeletal,153
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Perinatal Disorders,40
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Symptoms,150
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Injuries/Drugs/Complications,234
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Other Reasons for Health Services,253
2010,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Births,914
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Infections,247
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Neoplasms,266
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Endocrine/Metabolism,217
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Blood/Blood-forming Organs,37
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Psychoses & Neurosis,690
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Nervous & Sensory Systems,94
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Circulatory,1133
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Respiratory,515
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Digestive,575
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Genitourinary,240
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,All Pregnancies,2
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Skin Disorders,312
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Musculoskeletal,759
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Congenital Anomalies (Birth Defects),12
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Symptoms,157
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Injuries/Drugs/Complications,581
2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Other Reasons for Health Services,1029
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Infections,847
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Endocrine/Metabolism,1041
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Blood/Blood-forming Organs,481
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Psychoses & Neurosis,171
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Nervous & Sensory Systems,1384
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Circulatory,3071
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Respiratory,1617
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Digestive,2288
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Genitourinary,1260
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,All Pregnancies,2197
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Skin Disorders,370
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Musculoskeletal,2176
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Congenital Anomalies (Birth Defects),920
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Perinatal Disorders,227
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Symptoms,1030
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Injuries/Drugs/Complications,2993
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Other Reasons for Health Services,1593
2010,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Births,1807
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Infections,40
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Neoplasms,260
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Endocrine/Metabolism,84
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Blood/Blood-forming Organs,34
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Psychoses & Neurosis,2
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Nervous & Sensory Systems,10
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Circulatory,330
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Respiratory,371
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Digestive,298
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Genitourinary,148
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Skin Disorders,44
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Musculoskeletal,32
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Congenital Anomalies (Birth Defects),1
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Symptoms,162
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Injuries/Drugs/Complications,110
2010,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Other Reasons for Health Services,10
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Infections,354
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Neoplasms,133
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Endocrine/Metabolism,372
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Blood/Blood-forming Organs,109
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Psychoses & Neurosis,50
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Nervous & Sensory Systems,124
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Circulatory,1325
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Respiratory,1072
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Digestive,1007
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Genitourinary,456
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,All Pregnancies,1966
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Skin Disorders,195
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Musculoskeletal,879
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Congenital Anomalies (Birth Defects),5
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Perinatal Disorders,153
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Symptoms,619
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Injuries/Drugs/Complications,566
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Other Reasons for Health Services,37
2010,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Births,1687
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Infections,600
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Neoplasms,249
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Endocrine/Metabolism,281
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Blood/Blood-forming Organs,72
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Psychoses & Neurosis,72
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Nervous & Sensory Systems,130
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Circulatory,1063
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Respiratory,947
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Digestive,986
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Genitourinary,550
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,All Pregnancies,1250
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Skin Disorders,166
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Musculoskeletal,243
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Congenital Anomalies (Birth Defects),6
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Perinatal Disorders,53
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Symptoms,646
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Injuries/Drugs/Complications,441
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Other Reasons for Health Services,152
2010,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Births,1184
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Infections,418
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Neoplasms,252
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Endocrine/Metabolism,365
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Blood/Blood-forming Organs,87
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Psychoses & Neurosis,42
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Nervous & Sensory Systems,106
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Circulatory,873
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Respiratory,674
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Digestive,930
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Genitourinary,376
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,All Pregnancies,2531
2010,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Skin Disorders,297
